SL Source #1,SEQID,Module,Primary Target,Exposure (s),RA,DEC,PA,,In old sheet?,Notes,,,,,
,90401309035,B,MAXI_J1820p070,18571.5006,275.08,7.1555,328.464,0,N,"PSF bleed, no SL",,,,,
,90401309035,B,MAXI_J1820p070,18571.5006,275.08,7.1555,328.464,0,N,"PSF bleed, no SL",,,,,
,90401309037,A,MAXI_J1820p070,38469.1449,275.08,7.1453,324.1965,1,N,"PSF bleed, no SL",,,,,
,90401309037,B,MAXI_J1820p070,38469.1449,275.08,7.1453,324.1965,2,N,PSF bleed,,,,,
,90401309037,B,MAXI_J1820p070,38469.1449,275.08,7.1453,324.1965,2,N,PSF bleed,,,,,
,90401328002,A,XTE_J1946p274,47229.0868,296.38,27.391,90.1986,1,Y,"PSF bleed, no SL",,,,,
,90401328002,B,XTE_J1946p274,47229.0868,296.38,27.391,90.1986,0,Y,"PSF bleed, no SL",,,,,
,90401328002,B,XTE_J1946p274,47229.0868,296.38,27.391,90.1986,0,Y,"PSF bleed, no SL",,,,,
,90401334002,A,Swift_J0243d6p6124,28386.7677,40.91,61.4692,120.0537,1,Y,PSF bleed,,,,,
,90401334002,B,Swift_J0243d6p6124,28386.7677,40.91,61.4692,120.0537,1,N,PSF Bleed,,,,,
,90401334002,B,Swift_J0243d6p6124,28386.7677,40.91,61.4692,120.0537,1,N,PSF Bleed,,,,,
,90401335002,A,H_1743m322,38447.5074,266.54,-32.2573,335.7545,0,Y,"PSF bleed, no SL",,,,,
,90401338002,A,GRO_J1008m57,45253.3908,152.47,-58.2475,123.38,2,Y,"PSF bleed, no SL",,,,,
,90401338002,B,GRO_J1008m57,45253.3908,152.47,-58.2475,123.38,1,Y,PSF bleed,,,,,
,90401338002,B,GRO_J1008m57,45253.3908,152.47,-58.2475,123.38,1,Y,PSF bleed,,,,,
,90401369004,A,GX_339m4,3621.4675,255.73,-48.7282,117.5033,1,Y,"PSF bleed, no SL",,,,,
,90401369004,B,GX_339m4,3621.4675,255.73,-48.7282,117.5033,1,Y,PSF bleed,,,,,
,90401369004,B,GX_339m4,3621.4675,255.73,-48.7282,117.5033,1,Y,PSF bleed,,,,,
,90402318002,A,H1417m624,28817.2516,215.35,-62.7206,250.4541,1,Y,"PSF bleed, no SL",,,,,
,90402318002,B,H1417m624,28817.2516,215.35,-62.7206,250.4541,2,Y,"PSF bleed, no SL",,,,,
,90402318002,B,H1417m624,28817.2516,215.35,-62.7206,250.4541,2,Y,"PSF bleed, no SL",,,,,
,90402339002,A,Vela_X1,36036.035,135.58,-40.544,220.04,0,N,"PSD Bleed, no SL",,,,,
,90402339002,B,Vela_X1,36036.035,135.58,-40.544,220.04,2,N,"PSF bleed, no SL",,,,,
,90402339002,B,Vela_X1,36036.035,135.58,-40.544,220.04,2,N,"PSF bleed, no SL",,,,,
,90501306002,A,GX_301m2,23027.2035,186.75,-62.7601,220.5971,2,Y,PSF bleed,,,,,
,90501306002,B,GX_301m2,23027.2035,186.75,-62.7601,220.5971,2,Y,PSF bleed,,,,,
,90501306002,B,GX_301m2,23027.2035,186.75,-62.7601,220.5971,2,Y,PSF bleed,,,,,
,90501311002,A,MAXI_J1820p070,28664.1756,275.11,7.2181,152.4662,1,N,"PSF bleed, no SL",,,,,
,90501312002,A,4U_1728m34,19309.474,263.02,-33.798,158.7877,0,Y,PSF bleed,,,,,
,90501312002,B,4U_1728m34,19309.474,263.02,-33.798,158.7877,1,Y,"PSF bleed, no SL",,,,,
,90501312002,B,4U_1728m34,19309.474,263.02,-33.798,158.7877,1,Y,"PSF bleed, no SL",,,,,
,90501313002,A,GRO_J2058p42,20402.8417,314.74,41.788,182.7159,1,N,"PSF bleed, no SL",,,,,
,90501313002,B,GRO_J2058p42,20402.8417,314.74,41.788,182.7159,2,N,"PSF bleed, no SL",,,,,
,90501313002,B,GRO_J2058p42,20402.8417,314.74,41.788,182.7159,2,N,"PSF bleed, no SL",,,,,
,90501313004,A,GRO_J2058p42,38634.1105,314.74,41.8062,165.3587,1,N,"PSF bleed, no SL",,,,,
,90501313004,B,GRO_J2058p42,38634.1105,314.74,41.8062,165.3587,2,N,"PSF bleed, no SL",,,,,
,90501313004,B,GRO_J2058p42,38634.1105,314.74,41.8062,165.3587,2,N,"PSF bleed, no SL",,,,,
,90501317002,B,XTE_J1908p094,40802.1183,287.24,9.4155,146.4973,2,Y,"PSF bleed, SL on A",,,,,
,90501317002,B,XTE_J1908p094,40802.1183,287.24,9.4155,146.4973,2,Y,"PSF bleed, SL on A",,,,,
,90501321002,A,GRS_1915p105,28700.368,288.80,10.9809,133.1065,1,Y,"PSF bleed, no SL",,,,,
,90501321002,A,4U_1728m34,18147.3161,262.96,-33.8658,339.4602,1,Y,"PSF bleed, no SL",,,,,
,90501321002,B,GRS_1915p105,28700.368,288.80,10.9809,133.1065,2,Y,"PSF bleed, no SL",,,,,
,90501321002,B,GRS_1915p105,28700.368,288.80,10.9809,133.1065,2,Y,"PSF bleed, no SL",,,,,
,90501324002,A,4U_1901p03,45124.7275,285.91,3.244,131.1253,1,Y,"PSF bleed, no SL",,,,,
,90501324002,B,4U_1901p03,45124.7275,285.91,3.244,131.1253,2,Y,"PSF bleed, no SL",,,,,
,90501324002,B,4U_1901p03,45124.7275,285.91,3.244,131.1253,2,Y,"PSF bleed, no SL",,,,,
,90501337002,A,MAXI_J1820p070,44580.9133,275.07,7.1538,350.3383,1,N,"PSF bleed, no SL",,,,,
,90501346002,A,GRS_1915p105,42617.0774,288.79,10.9168,325.3153,1,N,"PSF bleed, no SL",,,,,
,90501348002,A,XTE_J1858p034,43679.6649,284.67,3.4045,316.4456,0,N,"PSF bleed, no SL",,,,,
,90501348002,B,XTE_J1858p034,43679.6649,284.67,3.4045,316.4456,0,N,PSF bleed,,,,,
,90501348002,B,XTE_J1858p034,43679.6649,284.67,3.4045,316.4456,0,N,PSF bleed,,,,,
,90501350002,A,EXO_1846m031,38074.2717,282.31,-3.1015,316.2615,1,N,"PSF bleed, no SL",,,,,
,90501350002,B,EXO_1846m031,38074.2717,282.31,-3.1015,316.2615,2,N,"PSF bleed, no SL",,,,,
,90501350002,B,EXO_1846m031,38074.2717,282.31,-3.1015,316.2615,2,N,"PSF bleed, no SL",,,,,
,90502307004,A,4U_1901p03,21450.4683,285.92,3.2362,145.7272,2,N,PSF bleed,,,,,
,90502307004,B,4U_1901p03,21450.4683,285.92,3.2362,145.7272,2,Y,PSF bleed,,,,,
,90502307004,B,4U_1901p03,21450.4683,285.92,3.2362,145.7272,2,Y,PSF bleed,,,,,
,90502352002,A,RXJ0209d6m7427,22448.7555,32.46,-74.4783,271.7375,1,N,"PSF bleed, no SL",,,,,
,90502352002,B,RXJ0209d6m7427,22448.7555,32.46,-74.4783,271.7375,1,N,"PSF Bleed, no SL",,,,,
,90502352002,B,RXJ0209d6m7427,22448.7555,32.46,-74.4783,271.7375,1,N,"PSF Bleed, no SL",,,,,
,90601302002,A,V4641_Sgr,3356.3221,274.87,-25.3563,147.9599,2,N,"PSF bleed, no SL",,,,,
,90601302002,B,V4641_Sgr,3356.3221,274.87,-25.3563,147.9599,0,N,"SL on A, PSF on B",,,,,
,90601302002,B,V4641_Sgr,3356.3221,274.87,-25.3563,147.9599,0,N,"SL on A, PSF on B",,,,,
,90601308002,A,Swift_J1858d6m0814,23762.0147,284.67,-8.2035,156.0138,1,N,"PSF bleed, no SL",,,,,
,90601308002,B,Swift_J1858d6m0814,23762.0147,284.67,-8.2035,156.0138,2,N,PSF bleed,,,,,
,90601308002,B,Swift_J1858d6m0814,23762.0147,284.67,-8.2035,156.0138,2,N,PSF bleed,,,,,
,90601313002,A,4U_1755m338,32021.953,269.70,-33.7748,158.5341,1,N,"PSF bleed, no SL",,,,,
,90601313002,B,4U_1755m338,32021.953,269.70,-33.7748,158.5341,2,N,PSF bleed,,,,,
,90601313002,B,4U_1755m338,32021.953,269.70,-33.7748,158.5341,2,N,PSF bleed,,,,,
,90601317002,B,GRS_1741d9m2853,28407.5669,266.28,-28.8741,162.9486,2,N,PSF bleed,,,,,
,90601317002,B,GRS_1741d9m2853,28407.5669,266.28,-28.8741,162.9486,2,N,PSF bleed,,,,,
,DET0123A,A,,,,,,,,,,,,,
,DET0123B,B,,,,,,,,,,,,,
,DET0123B,B,,,,,,,,,,,,,
,DET01A,A,,,,,,,,,,,,,
,DET01A,A,,,,,,,,,,,,,
,DET01B,B,,,,,,,,,,,,,
,DET01B,B,,,,,,,,,,,,,
,DET03A,A,,,,,,,,,,,,,
,DET03B,B,,,,,,,,,,,4U 1705-44,,
,DET03B,B,,,,,,,,,,,,,
,DET0A,A,,,,,,,,,,,,,
,DET0B,B,,,,,,,,,,,,,
,DET0B,B,,,,,,,,,,,,,
,DET12B,B,,,,,,,,,,,,,
,DET12B,B,,,,,,,,,,,,,
,DET1A,A,,,,,,,,,,,,,
,DET1B,B,,,,,,,,,,,,,
,DET1B,B,,,,,,,,,,,,,
,DET23A,A,,,,,,,,,,,,,
,DET23B,B,,,,,,,,,,,,,
,DET23B,B,,,,,,,,,,,,,
,DET2A,A,,,,,,,,,,,,,
,DET2B,B,,,,,,,,,,,,,
,DET2B,B,,,,,,,,,,,,,
,DET3A,A,,,,,,,,,,,,,
,DET3B,B,,,,,,,,,,,,,
,DET3B,B,,,,,,,,,,,,,
,Extras,A,,,,,,,,,,,,,
